Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Bulgaria,BGR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.559,48.423,47.072,48.342,48.51,46.982,45.581,45.602,43.86,42.041,41.137,41.616,43.066,44.464,44.681,46.7,48.981,50.791,49.404,47.902,46.597,46.567,46.925,47.957,49.128,49.293,51.94,52.438,54.187,52.706,52.348,53.821
Bulgaria,BGR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,35.7078050482727,35.6384355453304,34.2829076620825,37.1482428072153,40.1311614131585,42.7951269047992,40.0336395168459,40.7852991817975,45.5656654957217,46.4205946557788,33.1191920794173,43.4782608695652,47.1115537848606,38.2067581130813,45.0475646879756,32.3395342237886,48.4970548282482,49.5761875420895,41.9413456624665,42.7497878044332,36.218856756011,34.8813174225009,33.6473037196123,34.4169458788193,40.9566402727565,42.5295657507757,46.9778786308931,52.3550343456585,52.4776590469711,42.2188500872454,50.1076362184687,58.802948250642,60.3537392445518,64.5816957844561,64.6008871673555,63.8000873997926,63.8704805492615,66.9945956439964,65.6958529144087,63.9339174577794,56.1209007621055,61.3261830803066,68.5434948352448
Bulgaria,BGR,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,..,..,..,..,..,..,..,..,..,..,57053448672.5664,60422440651.2367,59210164006.1266,63012515072.6118,68843072384.8423,77503994525.7545,78012490316.5419,86038870439.0742,75070712020.649,64536773831.4046,18486652026.889,10071554855.9111,10645842863.6261,10901012536.8732,11202791071.0234,14519334581.3479,18868152938.5069,20207212389.3805,16697562968.0054,13738223281.1436,11380644996.5963,11518910823.6896,12539218856.3649,13349565464.0345,16621263898.3435,18131523712.2759,19520973451.3274,23351504424.7788,23930121965.0556,21126570229.1809,23460283072.3848,26410668822.3281,26947164737.917,29541346721.1255,30463793396.8686,32428365100.9757,35222640685.2734,37248706603.1314,37895598479.6914,39401753460.4039,35317250397.0955,39203472316.7688,42446000113.4559
Bulgaria,BGR,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,5.01919274165407,1.11582428643324,1.0664185020508,0.208622621131929,1.88501116166576,-0.407113909060509,-3.43628536070974,-1.83705479958282,-0.330420314459996,-1.7377814609694,-3.60867668636237,4.27413411938099,-5.82669322709163,-7.62796922047508,-0.625,9.41633344490808,11.1733182024554,12.6886386168565,6.83748829083314,-4.57538604898403,-5.30799064742676,-9.31873390276496,-7.97500357512782,-10.1799936137189,-11.1506174186701,-14.6550797111868,-17.0917054920237,-18.8224889694362,-19.7334294214169,-8.25494542914658,-3.1963117659219,0.149607184990823,-3.28608295837525,-0.56926755755162,-1.08551602209955,0.899232369552796,4.90713691787161,4.31259427318543,2.54004703577607,3.22823507624844,1.95997152597559,1.67828494062361,0.803568014431609
Bulgaria,BGR,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4000000,-55900000,-41500000,-40000000,-105400000,-98400000,-137500000,-506500000,-537253653.093478,-801671162.886439,-998219916.685135,-803281565.315899,-876321850.153046,-2070285897.61502,-2879178250.31481,-4004786052.34486,-7582756075.81876,-12903082288.9807,-9179244609.95921,-3535417639.07974,-1253650000,-1611440000,-1378130000,-1637500000,-211260000,-2098190000,-661410000,-1511540000,-885510000,-1392120000,-3158280000,-1570620000,-2130770000
Bulgaria,BGR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,0.0481137806450941,0.0494710407437506,0.0504191397857535,0.0500937993303884,0.0514647406303434,0.0515826860450797,0.0522767257291216,0.0523100985636126,0.0494907182503771,0.0528212872644086,0.0666541263213819,0.217650957595726,0.347324458508456,0.524776184800659,0.906314543280297,2.13864496686642,3.4852694179476,35.3132064201886,47.3024028978347,48.8724349297569,52.4796306791576,55.6901944156768,57.8333644890464,59.0995740716676,62.3982503233286,66.5129535922406,71.0068843454313,78.9007728324362,85.3053463160878,88.595675518333,89.2727520389674,94.7299774345522,95.7835043685758,95.8524321060686,97.1375641910779,100,103.322081910062,108.292172059483,112.875797738653,118.786856957641,123.844635692543,132.678079469029,152.714623273644
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,3431.52129713766,3587.69478063472,3660.6072922889,3776.74082304143,3895.88972071387,4000.49254405428,4169.92305521462,4415.89065755722,4893.694038389,4788.39687862608,4431.02887629317,4097.19211002502,3840.24638175715,3813.70207811926,3896.24427725466,4025.37312165767,4256.80667215397,3678.26735726104,3843.20180933429,3540.31626530267,3721.05137976414,3941.0086655809,4263.98281913265,4522.97979562095,4853.94456910486,5235.73159000701,5634.52939219919,6050.24591906656,6465.50398512756,6294.38530835146,6433.64424416561,6611.0849099254,6699.68780097262,6699.52544205258,6802.85811320426,7081.10233572915,7347.71069308999,7606.02227923758,7866.82598109356,8242.31399635503,7963.6907543327,8641.81889895101,9502.4112808905
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,2238.80295786574,2234.81481573125,2169.00401089683,1852.81343442802,1963.57267618274,1914.55064658793,2260.4272811545,3132.30136036246,2511.39306259489,2477.0208179596,2366.52982128614,1267.73437541485,1211.98087810931,1278.54441959728,1148.4943993817,2259.26483130675,1470.19534739957,1361.40924948928,1820.44831978767,1659.71861105493,1621.26210738992,1770.90677898958,2092.98288625558,2719.4948917632,3389.68761293887,3899.82513751438,4523.14752481934,5888.77685220636,7271.30520126259,6988.2748189241,6862.75768747522,7856.9859584228,7431.01404543523,7686.62922249699,7912.52053999441,7081.10233572915,7574.19126408348,8386.58920224077,9451.850869564,9878.76887237072,10153.4766003869,12222.235645941,13772.476794451
Bulgaria,BGR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,4.55114422945113,2.03229416414514,3.17252088190835,3.15480736579872,2.68495339547879,4.23524126828208,5.89861249442032,10.8200908465448,-2.15169070515859,-7.4632076536532,-7.53406884920661,-6.27126386481048,-0.691213557650556,2.16435886822359,3.31418759231371,5.74936890324838,-13.590922948826,4.48402565810406,-7.88107310149523,5.10505561982659,5.91115959894928,8.19521551354288,6.07406238426114,7.31740552554197,7.86550022289509,7.61684962906293,7.37801683034824,6.86349070130127,-2.64664096054558,2.21243106343319,2.75801177413106,1.34021710890744,-0.00242338038522405,1.54238792053928,4.09010768554509,3.76506855458946,3.51553833482474,3.42891056956151,4.77305607323567,-3.38040072418435,8.51524959390686,9.9584635133231
Bulgaria,BGR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12507.7284145491,11565.3875443252,10840.0915744326,10765.1633918084,10998.1601603578,11362.6598197752,12015.9410500352,10382.8637603486,10848.4340354086,9993.46101871054,10503.6327620614,11124.5192583144,12036.1975863788,12767.2837364684,13701.5176620624,14779.2105643119,15904.9208093581,17078.3885435261,18250.5621531431,17767.5352996682,18160.6297698445,18661.5020771532,18911.6067207703,18911.1484206025,19202.8316894772,19988.2481842507,20740.8194312493,21469.9708893116,22206.156990417,23266.0693152803,22479.5829396574,24393.7755346385,26823.0207707774
Bulgaria,BGR,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28571.5384843884,27802.7108379129,28238.27172754,27922.3194159342,28569.5210310535,31010.4310836551,27454.9759533355,28497.0190915528,27139.4969387696,29611.5682009655,31893.2079510768,33940.8450064198,34628.0437655878,35841.5302976309,38345.6111405653,39403.7861497999,40313.1816947113,41551.7141447644,41628.6201086837,43953.9542290845,46496.6461911342,47219.300211102,46924.5217550513,46638.0778441391,47370.383716962,48980.3233154411,48121.9517547306,49296.470252402,49962.3628724983,49605.0548062081,54181.856588707,57947.7819033439
Bulgaria,BGR,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,13.6985770229925,14.7350636278668,15.0105125288664,15.4960992265534,15.1302931081845,16.5753958392774,16.9478674637896,16.8729281465483,16.3238588502833,16.5346949913086,18.1865848876199,19.033161385409,20.3361553784861,18.8558046169287,17.1893074581431,15.3481641512703,13.8490054815903,12.1431675540765,18.3452571005378,19.6065030074748,19.7851119720333,19.368455899514,19.178153843914,20.1105898204731,19.3619098932735,18.1535666491695,18.1469405300315,16.6883257645924,17.1498257945905,16.7393574315573,16.5044663444888,15.8503282721955,15.7905234385176,17.0848687443931,16.8326539913387,16.0841611676282,15.5827701945679,15.5764105073084,16.4143432953985,16.7031839271383,19.3916223869751,18.9445065772223,18.6211838999597
Bulgaria,BGR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.7,36.1,33.6,33.8,35.7,34.3,36,36.6,37.4,38.6,40.6,40.4,41.3,40.3,40.5,..,..
Bulgaria,BGR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,8091000000,8052000000,7894000000,8829000000,9671000000,10313000000,8862000000,10297000000,9283000000,8268000000,6113000000,3737000000,3956400000,3726500000,3935100000,5345000000,4890200000,3358500000,4193499000,4006367182,4824629175,5105025671.86023,5352471318.93748,7069157198.63983,9921386892.70111,11790949972.7712,15154046460.0447,19533494152.4806,22503649094.5853,16379999293.8753,18741520000,26566780000,25263630000,28171460000,27891560000,24301220000,25549570000,30498370000,32721830000,32591960000,31160920000,40647310000,48272830000
Bulgaria,BGR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,7445000000,8360000000,8184000000,9235000000,9849000000,10818000000,10045000000,11308000000,9889000000,8960000000,7427000000,3769000000,4168700000,4611900000,3951900000,5224000000,4702600000,3059100000,3421373000,5087383597.08,6000151670.44,6693401942.35998,7012584816.66,9657287788.7981,13619145481.0488,17204395497.8046,22129515499.7671,30040951021.3292,35108727414.9193,22153280166.8052,23520630000,30293350000,30407630000,32069950000,31577860000,27210600000,26644460000,31364930000,35922560000,35847610000,33416930000,44026020000,53370830000
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0425848290324211,..,-0.0834641233086586,..,0.0379754789173603,..,0.173596397042274,0.0336971394717693,0.0787450447678566,0.134381100535393,-0.130292177200317,-0.121084287762642,-0.172577276825905,0.0714814215898514,-0.0653254613280296,-0.0711113885045052,-0.0283869281411171,-0.0126361800357699,-0.111549824476242,-0.0120409009978175,0.0897914543747902,0.0983268171548843,0.112081617116928,0.173825904726982,-0.213883146643639,-0.172955214977264,-0.270799845457077
Bulgaria,BGR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,3.52947998046875,..,..,..,..,..,..,..,..,..,4.45406007766724,5.42961978912354,5.26045989990234,4.95048999786377,4.1706600189209,2.37207007408142,2.23007988929749,..,2.73942995071411,..,4.21983289718628,3.38423991203308,3.38608002662659,3.99845004081726,2.31995010375977,4.10879993438721,3.90346002578735,3.680340051651,4.2190899848938,4.27429008483887,3.85796999931335,3.5469799041748,3.47637009620667,4.05822992324829,4.07005310058594,3.91208434104919,3.39370822906494,4.07527017593384,4.04528999328613,4.19715023040771,4.50287008285522,4.49264764785767,..
Bulgaria,BGR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.12325954437256,10.9380292892456,11.9182796478271,10.8772258758545,9.27444458007812,11.4207429885864,8.89816570281982,10.5071325302124,9.74993801116943,9.97500324249268,9.81768417358398,8.92736148834229,9.55589771270752,10.7672672271729,10.4770545959473,11.2711486816406,10.7262678146362,9.52760219573975,10.652626991272,10.3638000488281,9.88965129852295,9.98612213134766,9.66042137145996,9.75960445404053,9.427565574646,9.69010066986084,9.763916015625,10.1444025039673,9.54122543334961,10.4822626113892,9.45689678192139,10.561671257019,..
Bulgaria,BGR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,33.9963553177465,35.4878136458408,34.1295281425568,32.8899264118922,33.2033507099577,32.1972799759475,35.8763413684718,32.9038386260549,34.4174353437597,33.1090572826131,25.588778293303,22.5976418570376,19.8889442231076,15.2820341251255,9.39117199391172,17.7287824425775,1.15731098937928,9.7273816374924,18.7086050292142,19.8436996364963,19.0461434857678,21.3510717892793,20.5290208799206,22.0741733883245,23.4333521102503,27.7396716608631,32.0563353125989,33.6062336623614,36.9245389748046,28.5382207093012,22.520952406149,21.3586752875946,21.8862701061837,21.0089745095622,21.5071660884493,20.9932806177874,18.9542718676225,19.8058740941669,21.2142593700409,20.9977498095992,20.3356672260648,21.0742370838616,20.7391431398932
Bulgaria,BGR,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,299932493.759927,246570796.460177,2435072044.4747,4447562968.00545,4923884161.56115,5186414794.64488,6085535511.68595,6530312570.90991,7608342977.08191,8427898230.08849,10465849217.1545,12637347969.14,14381400612.6617,16771768776.9458,12717865327.8875,10443484229.6347,10101586680.2814,10413259587.0206,9858888132.51645,10536279214.8854,10670483321.9877,10188353755.3892,10847603244.8378,11979370887.2249,12449092920.354,11849733378.7157,13131565690.9462,13484686294.5314
Bulgaria,BGR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..,..,..,..,..,..,..,..,..,..,29.6766313830406,36.0615428859012,34.9246889325475,33.7623177906126,35.3292770334913,31.8496838501256,32.1216716341601,30.3331663532368,32.6771869156685,28.8254941989732,14.6550166774619,17.3373913043478,12.8233366533865,6.21552466543995,8.50974885844748,25.5650162946159,9.95669223888681,21.3547196843075,25.190230231182,16.1125803138533,13.4837988966278,15.7215412571786,17.9851534104152,16.8098311109916,16.9770151525586,16.7568541605447,14.9446786156944,9.63073336467823,14.7844875673169,19.6271957385544,21.1843540004586,22.4180803613747,22.2612754086243,23.8962257243334,23.3743982662641,22.1897567197589,23.8293953545118,25.110111272325,23.7176030491182,24.2889755679161,20.4309209943041,21.3187715039378,20.0194942926518
Bulgaria,BGR,Gross savings (current US$),NY.GNS.ICTR.CD,..,..,..,..,..,..,..,..,..,..,5887615384.61539,7165428571.42857,6755133333.33333,5592277777.77778,6216166666.66667,5463947368.42105,6504411764.70588,8523923076.92308,7370647058.82353,6338277777.77778,3023636363.63636,1897325806.45161,1327281443.29897,673279834.683789,825225830.258301,4855188133.49048,1224174103.65284,2416527041.42935,3786356655.48677,2195713759.56189,1786062690.47481,2229855978.40439,2950112600.36954,3554432410.48155,4440804290.24764,5005046377.12602,5138061784.02253,4279205626.69532,8054691988.40456,10210815717.6531,10751950222.3277,12943237845.7049,12085681223.1492,13344666902.2883,13360702688.4934,11278629257.9986,12864891748.8256,14901108575.6368,15748394046.8571,16738001993.5894,14384258973.8948,17920856863.3972,17825437477.1186
Bulgaria,BGR,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.63661926984787,..,..,..,..,..,..,0.676,0.670277237892151,..,0.613898158073425,..,..
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,30.6886123066186,34.5226112588971,33.2164891600317,36.9396201860833,38.2461502514927,43.2022408138597,43.4699248775556,42.6223539813803,45.8960858101817,48.1583761167482,36.7278687657797,39.2041267501842,52.9382470119522,45.8347273335564,45.6725646879757,22.9232007788805,37.3237366257929,36.887548925233,35.1038573716334,47.3251738534172,41.5268474034378,44.2000513252659,41.6223072947401,44.5969394925382,52.1072576914266,57.1846454619625,64.0695841229168,71.1775233150947,72.2110884683881,50.473795516392,53.3039479843906,58.6533410656512,63.6398222029271,65.1509633420078,65.686403189455,62.9008550302398,58.9633436313898,62.682001370811,63.1558058786326,60.7056823815309,54.16092923613,59.647898139683,67.7399268208132
Bulgaria,BGR,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..,..,..,..,..,..,57801216127.7513,62145126872.0217,61228082397.3224,64520169088.9493,70684644020.8758,78455307113.6827,80551233009.9841,86727540963.2402,75891855718.1756,66022244100.2949,20134396104.4928,6815936010.89176,8212215566.14477,8975875765.82709,7797957340.59451,10279416269.5711,10141162922.6231,10095856024.5065,9869802019.5144,11495663716.8142,10385623439.9818,11690216700.7034,12425648400.2723,14308253346.948,18063210233.7191,20654920580.894,23942216360.3358,29357061493.0792,30785000000,24163668028.1371,24097783639.6642,26418691853.8688,27837053551.1686,29044053778.0803,30536817562.968,31971302473.3379,33618295892.8977,36091093147.2657,38170976287.7241,40163508055.3665,38433520535.5117,42640009076.4693,47127511345.5866
Bulgaria,BGR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,53.7734093288356,51.9383133223093,57.9105918036742,60.3197762170212,59.9534588533954,62.5314079023663,64.009783928561,61.4640048396854,60.9691981504808,59.3923070703804,51.2749335765555,39.7538688282977,39.0522908366534,32.689193710271,29.9467275494673,17.8892462590452,16.2131442034548,21.7750696879005,21.2891946716025,22.3384390712016,22.6775829799096,23.9808817257269,24.0045118230475,24.3194023807744,23.1334052420728,24.2323985840088,25.370402523961,26.2601834036365,24.9905785476636,26.5673405144322,23.7573248967112,25.030678175602,25.3828196327453,23.5107977911967,23.4435738976145,24.0225310883942,24.449247252538,23.9758286109973,22.4046812030888,21.685086404092,21.8138156951281,20.8462047934885,25.9859766295137
Bulgaria,BGR,"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,..,..,..,..,..,..,..,..,..,..,5793328211.36828,6110089603.47175,6681172628.20513,7191557885.74995,7632495192.30769,8021300432.26685,8437840013.04743,8891272697.98049,9772776776.15158,9867104636.37395,8633716554.91264,7027845302.92716,6578063194.91718,6170223281.14363,6540436634.89902,6182642954.39074,6177836396.64171,6723667460.85773,6807238484.22963,6699220558.20286,7450750510.5514,7916818130.24734,8281851032.44838,8922207283.86658,9275496936.69163,9678641366.00862,10548159178.5795,11789882573.179,12338173360.5627,11829879736.7824,11150229748.128,11451497050.1475,11949276718.8564,11626203766.7347,11695152030.86,12210193442.251,12689552416.6099,12814176877.6946,12813571590.6512,12803939187.656,11751624687.9964,11953335035.1713,13379205808.9403
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.69999999999987,2.72638753651414,2.36966824644548,6.38888888888879,23.8000000000003,338.449111470112,91.2979327269304,72.8787913866333,96.0573382686504,62.0548336837993,121.60754244925,1058.37355921973,18.6722044420641,2.57304281890204,10.3162621289989,7.36093927231849,5.81014365721823,2.34864169582755,6.1471307424627,5.03883807111907,7.26159462769947,8.40253419005894,12.3487195994021,2.75320223914816,2.43899060504117,4.21990346601875,2.95456829831017,0.890093540913032,-1.41818380264842,-0.104633261008417,-0.798649886453611,2.06159619443137,2.81454473824833,3.10372944796774,1.67244096855762,3.29774435299511,15.3252589264366
Bulgaria,BGR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.58902555408141,4.29963995961549,5.32961690609855,5.69004215334187,5.75541857451384,5.82713497408075,5.21343170452078,4.78424871457875,4.62663482019938,4.00622324513639,4.09993391326405,3.83329617234798,3.19756834332103,3.11957724802641,3.10222735474154,2.54631298677843,2.39504426711388,2.29303259455148,2.24106774891129,1.96470460568018,1.94935047444622,1.69690831259703,1.88292631855588,1.46679508973523,1.51923291217348,1.72384225010119,1.09026053017437,1.43405534771422,1.29260131166718,1.17688228851709,0.988655606762662,1.27797986237754,..
Bulgaria,BGR,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.20490416666663,8.19138333333337,6.404675,5.611075,5.82161666666667,5.57663333333333,5.71995833333333,6.31581666666667,6.41678333333333,5.1575,7.0682916666667,7.26119166666663,6.63004166666666,6.6301,6.606825,6.834975,6.21963333333334,5.39325,4.93576666666667,4.52424166666666,4.323325,4.10041666666666,3.726075
Bulgaria,BGR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.537,56.871,57.17,56.306,55.438,54.567,53.693,52.817,51.939,51.06,50.18,51.37,50.82,49.92,50.55,49.69,51.29,52.6,53.81,53.02,53.39,52.51,53.08,53.9,54.14,54.07,53.33,55.35,55.32,56.58,55.55,55.26,56.299
Bulgaria,BGR,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.05,76.8558333333333,102.515875,79.3615,291.05985,213.018416666667,14.08335,13.498425,11.3433833333333,11.1107666666667,9.20784166666667,8.54336666666667,8.871325,8.66098333333333,8.892525,9.99776666666667,10.861425,11.335,11.1443666666667,10.6294583333333,9.71420833333333,9.04340833333333,8.26264166666667,7.44886666666667,6.39301666666667,5.43955833333333,4.963225,4.54920833333333,4.33663333333333,4.11618333333333,3.74595833333333
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2563414634146,70.8736585365854,70.899512195122,71.3421951219512,71.2080487804878,71.049756097561,71.3948780487805,70.8160975609756,71.1846341463415,71.3082926829268,71.1575609756098,71.5719512195122,71.1860975609756,71.3863414634146,71.499756097561,71.2280487804878,71.7307317073171,71.5268292682927,71.6043902439024,71.7224390243903,71.6414634146342,71.5609756097561,71.4943902439024,71.3468292682927,71.2087804878049,71.0534146341463,70.8973170731707,70.3512195121951,71.0609756097561,71.4121951219512,71.6634146341463,71.7682926829268,71.8658536585366,72.0658536585366,72.5634146341463,72.5609756097561,72.6121951219512,72.6634146341463,72.9634146341463,73.4121951219512,73.5121951219512,74.1634146341463,74.3146341463415,74.8609756097561,74.4658536585366,74.6146341463415,74.8121951219512,74.8146341463415,74.9634146341464,75.1121951219512,73.6585365853659,71.5146341463415,..
Bulgaria,BGR,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.6519021761,83.6566862693,84.2742710739,84.7716605658,85.4030082747,86.476770242,91.5715134908,93.8237846363,94.0395337484,95.5277186455,96.3280948839,95.4251496554,95.274130554,95.582674235,96.032862928,100,101.8389502373,99.832604209,99.0146702156,99.1026167838,103.0951913882,102.1769886661,..
Bulgaria,BGR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.001169999999,0.001169999999,0.00108,0.00097916666575,0.000969999999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01778825,0.0233411666666667,0.0275935833333333,0.0541336666666667,0.0671708333333333,0.177888666666667,1.68187916666667,1.76035833333333,1.83638333333333,2.123275,2.18470833333333,2.076975,1.73270166666667,1.57510891666667,1.57413333333333,1.55926666666667,1.42905,1.33711666666667,1.40669166666667,1.47739166666667,1.40645833333333,1.52205,1.47356666666667,1.47418333333333,1.7644,1.76804166666667,1.73545833333333,1.65704166666667,1.74704166666667,1.71633333333333,1.653775,1.86014166666667
Bulgaria,BGR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.6637320953902,90.1840638943505,90.7046279123594,91.2254022731149,91.7464008521263,92.2676250323734,92.789075684739,93.3107649601008,93.8326967498586,94.3548730381605,94.8772971743945,95.3999729356832,95.9229402165542,96.4462272904915,96.9233874006562,96.7620921644771,96.6015634960495,96.4418138615001,96.2828131057567,96.1245644895827,95.9670764054634,95.8103435239846,95.6543313759674
Bulgaria,BGR,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.931776942499,55.3343214278928,55.7723050897418,56.2412725848708,56.7410508011124,57.2711479253497,57.8312097544254,58.4210110964733,59.0402350357408,59.6884258267633,60.5881808486257,61.5682746795277,62.5706765087482,63.5951135436484,64.7409690952108,65.9598100515008,67.201343196883,68.4654163021676,69.4518675578712,70.4442101383109,71.4424664296342,72.4466484525242,73.4566071745563
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8489574,8536395,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,6934015,6877743,6465097
Bulgaria,BGR,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.7,0.7,0.4,0.3,0.7,1,0.8,0.8,0.5,1.5,0.8,0.5,0.3,0.3,0.1,..,..
Bulgaria,BGR,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,1.7,1.2,1,1.7,2.1,2,1.9,1.5,2.8,1.8,1.2,0.8,1,0.4,..,..
Bulgaria,BGR,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6,5.3,3.9,3.7,5,5.5,5.4,5.4,4.2,6.1,4.5,3.6,2.8,2.8,1.6,..,..
